,sex_encoded,pclass,deck_encoded,title_categorical_encoded,multiple_cabins,family_size,sibsp,parch,fare_per_person,fare,embarked_encoded,age_group_encoded,deck_encoded_no_missing,is_alone,fare_per_person_scaled,fare_per_person_binned,name,sex,age,ticket,cabin,embarked,age_group,title,title_categorical,deck
0,0.6431550981549473,0.20790106094913718,0.18617698872411573,0.18512911013103733,0.13485722375563844,0.10413378336234018,0.10092206936165252,0.07502024708564874,0.06213903049788167,0.061634499142909874,0.05899594461937484,0.05770990605066929,0.041248628606972024,0.03230711302432396,0.02919689312530971,0.024821229912594063,0,0,0,0,0,0,0,0,0,0
1,154.0,162.0,148.0,129.0,140.0,160.0,136.0,157.0,155.0,145.0,152.0,140.0,156.0,136.0,161.0,147.0,0,0,0,0,0,0,0,0,0,0
2,0.8021079203282597,0.7808400087276428,0.7843783646749749,0.8040771510420703,0.7790246994060553,0.7813081269013473,0.7777786831812256,0.7805583006004035,0.7769805087082287,0.7790892515498014,0.7808178842913455,0.7857331698433393,0.780237503575183,0.7773355148230525,0.7785271144151028,0.780160159094784,0,0,0,0,0,0,0,0,0,0
